	Spearman	pvalue
CRNKL1	-0.5829	0.0
CROCC	0.1905	0.0462
CROCCP2	-0.0753	0.4345
CROCCP3	-0.3148	0.0008
CROT	-0.386	0.0
CRTAC1	-0.0862	0.3704
CRTAM	0.2255	0.0179
CRTAP	0.4155	0.0
CRTC1	0.0031	0.9747
CRTC2	0.1528	0.111
CRTC3	0.2125	0.0258
CRTC3-AS1	-0.4324	0.0
CRY1	0.0176	0.8555
CRY2	0.2019	0.0344
CRYAB	0.3764	0.0001
CRYBB1	0.8203	0.0
CRYBB2P1	-0.0373	0.6985
CRYBG3	0.0021	0.9823
CRYGN	-0.0497	0.6061
CRYGS	0.0753	0.4341
CRYL1	0.5471	0.0
CRYM	-0.1527	0.1111
CRYZ	-0.2493	0.0086
CRYZL1	-0.0338	0.7259
CS	0.0857	0.3733
CSAD	-0.1291	0.1789
CSDC2	0.1166	0.2253
CSDE1	-0.0075	0.9381
CSE1L	-0.3385	0.0003
CSF1	0.731	0.0
CSF1R	0.8284	0.0
CSF2RA	0.4911	0.0
CSF2RB	0.6826	0.0
CSF3R	0.4794	0.0
CSGALNACT1	0.318	0.0007
CSGALNACT2	0.163	0.089
CSK	0.3713	0.0001
CSMD2	0.4269	0.0
CSNK1A1	-0.3769	0.0
CSNK1D	0.0881	0.3602
CSNK1E	-0.2239	0.0187
CSNK1G1	-0.4489	0.0
CSNK1G2	0.2498	0.0085
CSNK1G3	-0.3365	0.0003
CSNK2A1	-0.3897	0.0
CSNK2A2	0.0403	0.676
CSNK2A3	-0.1438	0.1339
CSNK2B	0.208	0.0292
CSPG4	0.3543	0.0001
CSPG4P12	-0.2284	0.0164
CSPG4P8	-0.2265	0.0173
CSPG5	0.0248	0.7973
CSPP1	-0.57	0.0
CSRNP1	-0.0366	0.7043
CSRNP2	-0.1066	0.2679
CSRNP3	-0.5227	0.0
CSRP1	-0.2264	0.0174
CSRP2	0.1511	0.115
CSRP2BP	-0.1794	0.0607
CST1	0.1596	0.0958
CST2	0.3603	0.0001
CST3	0.645	0.0
CST6	0.1546	0.1069
CST7	0.6596	0.0
CSTA	0.1927	0.0437
CSTB	0.5964	0.0
CSTF1	-0.2667	0.0049
CSTF2	-0.0416	0.6665
CSTF2T	0.091	0.3443
CSTF3	-0.2172	0.0227
CT62	-0.3191	0.0007
CTA-14H9.5	0.1236	0.1983
CTA-204B4.2	-0.1493	0.1195
CTA-212A2.1	0.2345	0.0137
CTA-221G9.12	-0.5179	0.0
CTA-228A9.3	-0.3935	0.0
CTA-253N17.1	-0.203	0.0334
CTA-276F8.1	-0.4005	0.0
CTA-292E10.6	-0.3084	0.001
CTA-292E10.9	-0.3335	0.0004
CTA-293F17.1	-0.223	0.0192
CTA-29F11.1	-0.0782	0.4166
CTA-363E19.2	-0.4914	0.0
CTA-384D8.35	0.0869	0.3669
CTA-384D8.36	0.5581	0.0
CTA-390C10.10	-0.0778	0.4194
CTA-398F10.2	-0.1782	0.0625
CTA-445C9.14	-0.4539	0.0
CTA-941F9.10	-0.2374	0.0125
CTA-963H5.5	0.375	0.0001
CTA-989H11.1	-0.044	0.6481
CTAGE5	-0.3492	0.0002
CTAGE7P	-0.305	0.0012
CTB-113D17.1	-0.2153	0.0239
CTB-113I20.2	0.0272	0.7778
CTB-113P19.5	0.1368	0.1541
CTB-119C2.1	-0.2129	0.0255
CTB-129O4.1	-0.0359	0.7094
CTB-131B5.5	-0.1549	0.1061
CTB-131K11.1	-0.3474	0.0002
CTB-13F3.1	0.0197	0.8385
CTB-152G17.6	-0.2235	0.0189
CTB-171A8.1	-0.0664	0.4907
CTB-176F20.3	-0.0217	0.8223
CTB-179K24.3	-0.1503	0.117
CTB-193M12.5	0.3392	0.0003
CTB-25B13.12	0.2514	0.0081
CTB-31N19.3	0.4402	0.0
CTB-31O20.2	-0.3745	0.0001
CTB-31O20.4	-0.1381	0.1501
CTB-33G10.1	0.0466	0.6291
CTB-33O18.3	-0.3208	0.0006
CTB-36H16.2	-0.435	0.0
CTB-41I6.2	0.563	0.0
CTB-50E14.5	0.0672	0.4853
CTB-50L17.8	-0.0349	0.7175
CTB-51J22.1	0.1622	0.0904
CTB-52I2.4	-0.0195	0.8396
CTB-55O6.12	0.1197	0.2128
CTB-55O6.8	-0.0076	0.9371
CTB-58E17.1	0.0448	0.6422
CTB-58E17.3	-0.1957	0.0405
CTB-58E17.5	-0.1678	0.0797
CTB-63M22.1	-0.0164	0.8647
CTB-79E8.3	0.0991	0.303
CTB-89H12.4	-0.3411	0.0003
CTB-92J24.2	-0.1906	0.0461
CTBP1	0.4208	0.0
CTBP1-AS	-0.1094	0.255
CTBP1-AS2	-0.1984	0.0377
CTBP2	-0.4275	0.0
CTBS	-0.1342	0.1622
CTC-1337H24.4	0.0607	0.5288
CTC-203F4.2	-0.1133	0.2386
CTC-204F22.1	-0.1145	0.2337
CTC-205M6.1	-0.0057	0.9532
CTC-205M6.5	0.5237	0.0
CTC-231O11.1	0.2432	0.0105
CTC-232P5.1	-0.1661	0.0829
CTC-236F12.4	-0.4435	0.0
CTC-241N9.1	-0.5625	0.0
CTC-251I16.1	0.7405	0.0
CTC-260E6.4	0.1329	0.1663
CTC-260E6.6	-0.1854	0.0525
CTC-260F20.3	0.2964	0.0017
CTC-277H1.7	-0.2172	0.0226
CTC-301O7.4	0.0852	0.3762
CTC-308K20.1	-0.4294	0.0
CTC-308K20.3	0.2177	0.0223
CTC-325H20.4	-0.1264	0.1883
CTC-329D1.2	-0.1489	0.1205
CTC-338M12.4	-0.1663	0.0824
CTC-338M12.5	0.1946	0.0416
CTC-351M12.1	-0.4295	0.0
CTC-359D24.3	-0.036	0.7092
CTC-360G5.9	-0.0984	0.3063
CTC-366B18.4	0.0069	0.9432
CTC-425O23.5	-0.2105	0.0273
CTC-428G20.6	0.3044	0.0012
CTC-428H11.2	-0.2071	0.03
CTC-429P9.1	-0.2766	0.0034
CTC-429P9.2	-0.2743	0.0037
CTC-429P9.3	0.1194	0.214
CTC-429P9.5	-0.3226	0.0006
CTC-435M10.12	-0.0334	0.7293
CTC-444N24.11	0.2493	0.0086
CTC-444N24.6	-0.2867	0.0024
CTC-444N24.7	-0.2348	0.0135
CTC-444N24.8	0.3217	0.0006
CTC-448F2.6	-0.1668	0.0816
CTC-451P13.1	-0.2011	0.0352
CTC-459F4.1	-0.1989	0.0372
CTC-459F4.3	-0.2554	0.0071
CTC-459F4.9	-0.0665	0.4902
CTC-463A16.1	0.4293	0.0
CTC-471F3.5	-0.5201	0.0
CTC-471J1.11	-0.1313	0.1715
CTC-471J1.2	0.0601	0.533
CTC-479C5.10	-0.0229	0.8125
CTC-479C5.12	0.2667	0.0049
CTC-487M23.5	-0.0656	0.4962
CTC-487M23.6	-0.1397	0.1456
CTC-490E21.10	-0.2012	0.035
CTC-490E21.11	0.0413	0.6682
CTC-510F12.2	0.2743	0.0037
CTC-510F12.4	0.1736	0.0697
CTC-512J14.5	0.0443	0.646
CTC-523E23.1	-0.2471	0.0093
CTC-523E23.11	-0.014	0.8844
CTC-523E23.3	0.0381	0.6924
CTC-523E23.4	-0.3157	0.0008
CTC-523E23.5	0.0003	0.9974
CTC-524C5.2	-0.1667	0.0817
CTC-526N19.1	-0.1726	0.0713
CTC-529I10.2	-0.2991	0.0015
CTC-534A2.2	-0.1736	0.0697
CTC-542B22.2	-0.0036	0.9701
CTC-543D15.8	0.2584	0.0064
CTC-550B14.7	-0.5212	0.0
CTC-559E9.1	-0.2808	0.003
CTC-559E9.5	-0.2636	0.0054
CTC-559E9.6	-0.2732	0.0039
CTC-559E9.8	-0.4487	0.0
CTC-575D19.1	0.0807	0.4019
CTC-786C10.1	0.2347	0.0136
CTC1	-0.4012	0.0
CTCF	-0.449	0.0
CTD-2002H8.2	-0.2983	0.0016
CTD-2006C1.12	-0.2255	0.0179
CTD-2006C1.2	-0.0924	0.3371
CTD-2006C1.6	-0.4815	0.0
CTD-2006H14.2	-0.1374	0.1524
CTD-2006M22.2	0.0863	0.3701
CTD-2008E3.1	0.0478	0.6199
CTD-2008P7.9	-0.54	0.0
CTD-2010I16.1	-0.2431	0.0105
CTD-2012J19.3	-0.2905	0.0021
CTD-2012K14.8	0.2855	0.0025
CTD-2013N17.6	-0.0514	0.5941
CTD-2013N24.2	-0.3773	0.0
CTD-2015H6.3	-0.4454	0.0
CTD-2017D11.1	-0.1776	0.0634
CTD-2017D11.2	-0.2903	0.0021
CTD-2017F17.2	0.0333	0.7295
CTD-2020K17.1	0.283	0.0027
CTD-2020K17.3	-0.3433	0.0002
CTD-2020K17.4	-0.1229	0.2008
CTD-2026D20.3	-0.4866	0.0
CTD-2026K11.6	0.0405	0.6741
CTD-2027I19.2	-0.1309	0.1729
CTD-2031P19.4	-0.0024	0.9798
CTD-2033A16.2	-0.1292	0.1785
CTD-2033D15.2	-0.0221	0.8191
CTD-2033D15.3	-0.1499	0.1181
CTD-2035E11.5	0.1425	0.1376
CTD-2047H16.4	-0.3447	0.0002
CTD-2054N24.2	-0.2062	0.0306
CTD-2081C10.7	0.1797	0.0604
CTD-2083E4.4	-0.5078	0.0
CTD-2095E4.5	-0.035	0.7168
CTD-2124B8.2	0.1423	0.1381
CTD-2132N18.2	-0.4477	0.0
CTD-2132N18.4	-0.3916	0.0
CTD-2134A5.4	-0.2787	0.0032
CTD-2145A24.5	-0.0741	0.4416
CTD-2165H16.4	-0.0539	0.5762
CTD-2171N6.1	0.2597	0.0061
CTD-2173L22.4	-0.4803	0.0
CTD-2186M15.3	0.3435	0.0002
CTD-2192J16.15	0.0458	0.6345
CTD-2192J16.20	-0.1006	0.2958
CTD-2192J16.22	-0.1074	0.264
CTD-2196E14.6	-0.3429	0.0002
CTD-2201E18.3	0.2569	0.0068
CTD-2201I18.1	0.2233	0.019
CTD-2203K17.1	-0.3756	0.0001
CTD-2206N4.4	-0.1753	0.067
CTD-2213F21.2	-0.0831	0.3882
CTD-2227E11.1	-0.0755	0.4332
CTD-2228K2.7	-0.167	0.0812
CTD-2231E14.2	-0.1088	0.2577
CTD-2231H16.1	-0.3389	0.0003
CTD-2233K9.1	-0.3283	0.0005
CTD-2245F17.3	-0.2526	0.0078
CTD-2256P15.2	0.0714	0.4586
CTD-2260A17.1	-0.1465	0.1267
CTD-2260A17.2	0.1739	0.0693
CTD-2267D19.1	0.0331	0.7312
CTD-2267D19.3	-0.0385	0.6897
CTD-2270L9.3	-0.4409	0.0
CTD-2270L9.4	0.2001	0.0361
CTD-2270N23.1	-0.0706	0.4633
CTD-2270P14.1	-0.3336	0.0004
CTD-2270P14.5	-0.3328	0.0004
CTD-2284J15.1	-0.301	0.0014
CTD-2286N8.2	-0.1077	0.2626
CTD-2287O16.1	-0.0909	0.345
CTD-2287O16.5	-0.2787	0.0032
CTD-2291D10.4	-0.3232	0.0006
CTD-2292M16.8	-0.4746	0.0
CTD-2292P10.4	-0.1466	0.1266
CTD-2310F14.1	-0.3394	0.0003
CTD-2313J17.5	-0.2066	0.0303
CTD-2319I12.4	-0.0831	0.3883
CTD-2323K18.1	-0.1637	0.0875
CTD-2325M2.1	0.2726	0.004
CTD-2325P2.4	-0.0322	0.7384
CTD-2331H12.5	-0.6004	0.0
CTD-2336O2.1	0.2453	0.0098
CTD-2342J14.6	-0.2611	0.0059
CTD-2349P21.9	-0.35	0.0002
CTD-2366F13.1	-0.2266	0.0173
CTD-2368P22.1	-0.4572	0.0
CTD-2371O3.3	0.1265	0.1879
CTD-2373N4.3	-0.0738	0.4437
CTD-2376I4.2	0.3456	0.0002
CTD-2396E7.11	-0.2959	0.0017
CTD-2410N18.3	-0.0942	0.3278
CTD-2506P8.6	-0.2726	0.004
CTD-2510F5.4	0.0987	0.3049
CTD-2516F10.2	-0.3539	0.0001
CTD-2517M22.14	-0.1912	0.0453
CTD-2517O10.6	-0.3997	0.0
CTD-2521M24.4	0.0474	0.6229
CTD-2521M24.6	-0.2294	0.0159
CTD-2521M24.9	0.1222	0.2033
CTD-2523D13.2	-0.0415	0.6665
CTD-2525P14.5	0.1219	0.2044
CTD-2527I21.14	-0.0337	0.727
CTD-2528L19.6	-0.2029	0.0335
CTD-2530N21.4	-0.0328	0.7337
CTD-2537I9.12	-0.0519	0.59
CTD-2537I9.18	-0.1173	0.2224
CTD-2538C1.2	0.3343	0.0004
CTD-2540F13.2	-0.3538	0.0001
CTD-2541M15.1	-0.5558	0.0
CTD-2547G23.4	-0.3283	0.0005
CTD-2547L16.1	0.0995	0.3009
CTD-2547L24.3	-0.0455	0.6366
CTD-2553L13.10	-0.1487	0.1211
CTD-2553L13.9	-0.5834	0.0
CTD-2554C21.1	-0.2075	0.0296
CTD-2554C21.2	-0.5475	0.0
CTD-2554C21.3	-0.4317	0.0
CTD-2555O16.2	-0.1638	0.0874
CTD-2555O16.4	-0.0158	0.8701
CTD-2561B21.8	-0.203	0.0334
CTD-2561J22.2	-0.3737	0.0001
CTD-2561J22.5	-0.4275	0.0
CTD-2562J17.6	-0.0159	0.8694
CTD-2574D22.2	-0.4022	0.0
CTD-2574D22.3	-0.1387	0.1485
CTD-2574D22.4	-0.1525	0.1116
CTD-2583A14.10	-0.3967	0.0
CTD-2583A14.11	-0.1475	0.124
CTD-2583A14.8	-0.184	0.0543
CTD-2587H24.14	0.0888	0.3563
CTD-2587M2.1	-0.0404	0.675
CTD-2589H19.6	0.0151	0.8752
CTD-2600H12.2	-0.3286	0.0005
CTD-2619J13.13	-0.2097	0.0279
CTD-2619J13.14	-0.3653	0.0001
CTD-2619J13.16	-0.2855	0.0025
CTD-2619J13.17	-0.476	0.0
CTD-2619J13.19	-0.1465	0.1268
CTD-2619J13.27	-0.3938	0.0
CTD-2619J13.3	-0.4265	0.0
CTD-2619J13.5	-0.1945	0.0418
CTD-2619J13.8	-0.3064	0.0011
CTD-2619J13.9	-0.3044	0.0012
CTD-2621I17.3	-0.2668	0.0048
CTD-2623N2.3	-0.3526	0.0002
CTD-2626G11.2	-0.4415	0.0
CTD-2630F21.1	-0.1265	0.1877
CTD-2639E6.9	-0.0691	0.4733
CTD-2647L4.4	-0.2674	0.0047
CTD-2649C14.2	-0.0132	0.8908
CTD-2666L21.1	-0.3118	0.0009
CTD-3014M21.1	-0.3284	0.0005
CTD-3018O17.5	-0.2062	0.0307
CTD-3025N20.3	0.0575	0.551
CTD-3032H12.1	-0.2398	0.0116
CTD-3032H12.2	-0.3341	0.0004
CTD-3035D6.1	-0.1294	0.1778
CTD-3035K23.3	0.0883	0.359
CTD-3035K23.7	0.0813	0.3988
CTD-3060P21.1	-0.2195	0.0212
CTD-3064M3.3	0.4051	0.0
CTD-3065J16.9	0.119	0.2158
CTD-3074O7.5	0.196	0.0401
CTD-3088G3.8	-0.2147	0.0243
CTD-3092A11.1	-0.002	0.9836
CTD-3092A11.2	0.1267	0.1873
CTD-3099C6.11	-0.2149	0.0242
CTD-3099C6.9	-0.336	0.0003
CTD-3128G10.6	-0.3	0.0015
CTD-3128G10.7	0.6372	0.0
CTD-3131K8.2	-0.0197	0.8383
CTD-3138B18.5	0.1314	0.1711
CTD-3138B18.6	-0.2691	0.0045
CTD-3157E16.1	-0.3769	0.0
CTD-3157E16.2	-0.0122	0.8996
CTD-3162L10.1	-0.1366	0.1548
CTD-3184A7.4	0.0597	0.5355
CTD-3185P2.1	0.1152	0.2309
CTD-3199J23.6	-0.3743	0.0001
CTD-3203P2.1	-0.2469	0.0093
CTD-3214H19.6	-0.3772	0.0
CTD-3220F14.3	-0.254	0.0074
CTD-3222D19.12	-0.0011	0.9909
CTD-3222D19.8	-0.0941	0.3281
CTD-3252C9.4	0.1717	0.0729
CTDNEP1	0.4224	0.0
CTDP1	0.2976	0.0016
CTDSP1	0.3512	0.0002
CTDSP2	-0.0368	0.7027
CTDSPL	-0.491	0.0
CTDSPL2	-0.5433	0.0
CTF1	0.0301	0.7548
CTGF	0.0441	0.647
CTGLF12P	-0.1058	0.2713
CTH	-0.423	0.0
CTHRC1	0.6069	0.0
CTIF	0.3372	0.0003
CTLA4	0.1701	0.0756
CTNNA1	0.3418	0.0003
CTNNAL1	0.1988	0.0373
CTNNB1	-0.3982	0.0
CTNNBIP1	0.1099	0.2531
CTNNBL1	0.3806	0.0
CTNND1	-0.6126	0.0
CTNND2	-0.3379	0.0003
CTNS	0.4572	0.0
CTPS1	0.1652	0.0845
CTPS2	-0.6248	0.0
CTR9	-0.4314	0.0
CTSA	0.6726	0.0
CTSB	0.8238	0.0
CTSC	0.6912	0.0
CTSD	0.6898	0.0
CTSF	0.2565	0.0068
CTSG	0.604	0.0
CTSH	0.6009	0.0
CTSK	0.4881	0.0
CTSL	0.6458	0.0
CTSO	0.0373	0.6986
CTSS	0.7659	0.0
CTSV	0.0315	0.7436
CTSW	0.4668	0.0
CTSZ	0.7514	0.0
CTTN	0.4514	0.0
CTTNBP2	-0.0301	0.7549
CTTNBP2NL	0.2306	0.0154
CTU1	0.0978	0.3096
CTU2	0.2673	0.0048
CTXN1	0.2683	0.0046
CUBN	0.2201	0.0209
CUEDC1	0.3994	0.0
CUEDC2	0.3637	0.0001
CUL1	-0.0086	0.9287
CUL2	-0.0348	0.7178
CUL3	-0.5733	0.0
CUL4A	-0.1914	0.0451
CUL4B	-0.4632	0.0
CUL5	-0.4261	0.0
CUL7	-0.3174	0.0007
CUL9	-0.2903	0.0021
CUTA	0.0518	0.5912
CUTC	0.4011	0.0
CUX1	0.2771	0.0034
CUZD1	-0.2856	0.0025
CWC15	0.1654	0.0843
CWC22	-0.2178	0.0223
CWC25	0.0319	0.7409
CWC27	0.0194	0.8404
CWF19L1	-0.2127	0.0257
CWF19L2	-0.1967	0.0395
CX3CL1	-0.1439	0.1338
CX3CR1	0.0315	0.7441
CXADR	-0.2864	0.0024
CXCL1	0.2015	0.0347
CXCL10	0.2737	0.0038
CXCL11	0.3378	0.0003
CXCL12	0.4136	0.0
CXCL13	-0.1678	0.0798
CXCL14	0.1861	0.0516
CXCL16	0.2295	0.0159
CXCL17	-0.0271	0.7788
CXCL2	-0.0305	0.7521
CXCL8	0.3317	0.0004
CXCL9	0.3796	0.0
CXCR2	0.5696	0.0
CXCR2P1	0.5651	0.0
CXCR3	0.2914	0.002
CXCR4	0.0518	0.591
CXCR6	-0.015	0.8761
CXXC1	0.0628	0.5143
CXXC4	-0.6525	0.0
CXXC5	0.1017	0.2903
CXorf21	0.6187	0.0
CXorf23	-0.4679	0.0
CXorf36	0.4593	0.0
CXorf38	0.1139	0.2362
CXorf40A	0.0491	0.6105
CXorf40B	0.0707	0.4631
CXorf56	0.0257	0.7895
CXorf57	-0.5776	0.0
CYB561	-0.0199	0.8362
CYB561A3	0.6357	0.0
CYB561D1	0.1997	0.0365
CYB561D2	0.4201	0.0
CYB5A	0.2519	0.0079
CYB5B	0.2324	0.0146
CYB5D1	-0.338	0.0003
CYB5D2	0.3281	0.0005
CYB5R1	0.1525	0.1117
CYB5R2	-0.2784	0.0032
CYB5R3	0.5351	0.0
CYB5R4	0.1207	0.2091
CYB5RL	-0.2726	0.004
CYBA	0.673	0.0
CYBB	0.7812	0.0
CYBRD1	0.209	0.0285
CYC1	0.2327	0.0144
CYCS	0.1454	0.1297
CYCSP34	-0.3833	0.0
CYFIP1	0.2399	0.0116
CYFIP2	-0.0591	0.5398
CYGB	0.4953	0.0
CYHR1	0.1443	0.1327
CYLD	-0.1321	0.1689
CYP11A1	0.3968	0.0
CYP17A1	0.0198	0.8375
CYP1B1	0.3565	0.0001
CYP1B1-AS1	0.2961	0.0017
CYP20A1	-0.1156	0.2293
CYP21A1P	0.1189	0.2161
CYP21A2	0.2158	0.0236
CYP26A1	-0.3405	0.0003
CYP26B1	0.3679	0.0001
CYP27A1	0.4395	0.0
CYP27B1	-0.221	0.0204
CYP27C1	0.3667	0.0001
CYP2B7P	0.1611	0.0928
CYP2D6	-0.342	0.0003
CYP2D7	-0.1296	0.1773
CYP2E1	-0.2369	0.0127
CYP2F2P	0.1389	0.1479
CYP2J2	-0.3003	0.0014
CYP2R1	-0.4307	0.0
CYP2S1	0.5879	0.0
CYP2T1P	0.0069	0.9427
CYP2U1	0.0396	0.6816
CYP39A1	-0.4224	0.0
CYP3A5	0.1098	0.2537
CYP46A1	0.2555	0.0071
CYP4B1	0.3679	0.0001
CYP4F11	-0.1359	0.1569
CYP4F12	0.3862	0.0
CYP4F22	-0.1647	0.0855
CYP4F23P	-0.2155	0.0237
CYP4F29P	-0.1963	0.0398
CYP4F35P	-0.2916	0.002
CYP4V2	-0.2227	0.0194
CYP4X1	-0.0267	0.7816
CYP4Z1	-0.0084	0.9305
CYP4Z2P	-0.1249	0.1937
CYP51A1	-0.3186	0.0007
CYP7B1	-0.2168	0.0229
CYR61	-0.0976	0.3106
CYS1	0.2907	0.0021
CYSLTR1	0.4303	0.0
CYSLTR2	0.4578	0.0
CYSRT1	0.0645	0.5034
CYSTM1	0.4356	0.0
CYTH1	0.6966	0.0
CYTH2	-0.087	0.3661
CYTH3	0.2981	0.0016
CYTH4	0.8824	0.0
CYTIP	0.2782	0.0033
CYTL1	0.3957	0.0
CYYR1	0.232	0.0147
D2HGDH	-0.1121	0.2436
D4S234E	-0.2524	0.0078
DAAM1	0.018	0.852
DAAM2	0.2502	0.0084
DAB1	0.0936	0.3306
DAB2	0.5799	0.0
DAB2IP	-0.103	0.2841
DACH1	-0.3577	0.0001
DACT1	0.1918	0.0447
DACT3	0.3568	0.0001
DAD1	0.3818	0.0
DAG1	-0.3477	0.0002
DAGLA	-0.1438	0.1339
DAGLB	0.1674	0.0805
DAK	-0.053	0.5825
DALRD3	-0.1228	0.2011
DANCR	-0.3834	0.0
DAP	0.2794	0.0031
DAP3	0.0313	0.7458
DAPK1	0.4869	0.0
DAPK2	0.104	0.2797
DAPK3	0.2587	0.0064
DAPP1	0.1055	0.2725
DARS	-0.3899	0.0
DARS-AS1	-0.4081	0.0
DARS2	-0.1038	0.2804
DAXX	0.2562	0.0069
DAZAP1	0.2894	0.0022
DAZAP2	0.0617	0.5222
DAZAP2P1	0.0578	0.5483
DBF4	-0.4161	0.0
DBF4B	-0.2053	0.0314
DBH-AS1	0.0411	0.6699
DBI	-0.011	0.9089
DBIL5P	-0.1916	0.0449
DBN1	0.6621	0.0
DBNDD1	-0.1214	0.2065
DBNDD2	0.3012	0.0014
DBNL	0.6342	0.0
DBP	-0.1517	0.1137
DBR1	-0.2114	0.0266
DBT	-0.3556	0.0001
DCAF10	-0.5206	0.0
DCAF11	-0.2631	0.0055
DCAF12	-0.2472	0.0092
DCAF13	-0.0767	0.4257
DCAF15	0.1332	0.1654
DCAF16	-0.5399	0.0
DCAF17	-0.537	0.0
DCAF4	-0.2159	0.0235
DCAF4L1	0.1452	0.1303
DCAF5	-0.0619	0.5206
DCAF6	0.0592	0.5389
DCAF7	-0.2279	0.0166
DCAF8	-0.1699	0.076
DCAKD	-0.2539	0.0074
DCBLD1	0.2166	0.023
DCBLD2	-0.0277	0.7737
DCDC1	-0.4299	0.0
DCDC2	-0.222	0.0197
DCHS1	0.3601	0.0001
DCHS2	-0.3069	0.0011
DCK	0.0014	0.9883
DCLK1	0.3531	0.0002
DCLK2	0.1076	0.2634
DCLK3	-0.1159	0.2281
DCLRE1A	-0.661	0.0
DCLRE1B	0.3076	0.0011
DCLRE1C	-0.3268	0.0005
DCN	0.4639	0.0
DCP1A	-0.2923	0.0019
DCP1B	-0.3272	0.0005
DCP2	-0.2962	0.0017
DCPS	0.2049	0.0318
DCST1	-0.3077	0.0011
DCST2	-0.2703	0.0043
DCSTAMP	0.5002	0.0
DCTD	0.3045	0.0012
DCTN1	0.2619	0.0057
DCTN2	0.3835	0.0
DCTN3	0.2715	0.0041
DCTN4	-0.5417	0.0
DCTN5	0.0004	0.9967
DCTN6	0.1615	0.0919
DCTPP1	0.162	0.0908
DCUN1D1	-0.1534	0.1097
DCUN1D2	-0.1994	0.0368
DCUN1D3	0.3337	0.0004
DCUN1D4	-0.1212	0.2074
DCUN1D5	0.0496	0.6066
DCXR	0.0659	0.4942
DDA1	0.498	0.0
DDAH1	-0.4255	0.0
DDAH2	0.4738	0.0
DDB1	0.0605	0.5302
DDB2	-0.1232	0.1997
DDHD1	0.1281	0.1823
DDHD2	0.0403	0.6757
DDI2	-0.3931	0.0
DDIAS	-0.1235	0.1988
DDIT3	0.1016	0.2907
DDIT4	0.0824	0.3923
DDIT4L	0.258	0.0065
DDO	0.1575	0.1004
DDOST	0.231	0.0152
DDR1	-0.2992	0.0015
DDR2	0.2836	0.0027
DDRGK1	0.2742	0.0037
DDT	0.2036	0.0329
DDTL	-0.0309	0.7484
DDX1	0.0074	0.9387
DDX10	-0.2443	0.0101
DDX11	-0.3021	0.0013
DDX11-AS1	-0.2667	0.0049
DDX11L2	-0.024	0.8038
DDX12P	-0.3336	0.0004
DDX17	-0.5131	0.0
DDX18	-0.3357	0.0003
DDX19A	0.2865	0.0024
DDX19B	-0.0901	0.3492
DDX20	-0.4403	0.0
DDX21	-0.1782	0.0626
DDX23	0.1472	0.1249
DDX24	0.3454	0.0002
DDX26B	-0.4363	0.0
DDX27	-0.0756	0.4326
DDX28	0.0638	0.5076
DDX31	-0.3939	0.0
DDX39A	0.5455	0.0
DDX39B	-0.2543	0.0073
DDX3X	-0.1414	0.1406
DDX41	0.2056	0.0312
DDX42	-0.133	0.1662
DDX46	-0.5733	0.0
DDX47	-0.2621	0.0057
DDX49	0.1214	0.2064
DDX5	0.0406	0.6734
DDX50	-0.2233	0.019
DDX51	-0.1486	0.1213
DDX52	-0.4059	0.0
DDX54	0.0928	0.3347
DDX55	-0.3229	0.0006
DDX56	0.0276	0.7747
DDX58	0.0942	0.3275
DDX59	-0.4676	0.0
DDX6	-0.3311	0.0004
DDX60	0.0844	0.3805
DDX60L	0.1137	0.2371
DEAF1	-0.0124	0.8977
DECR1	0.2549	0.0072
DECR2	0.2913	0.002
DEDD	0.318	0.0007
DEDD2	-0.0322	0.7386
DEF6	0.095	0.3235
DEF8	0.513	0.0
DEFB1	0.3113	0.0009
DEGS1	0.2977	0.0016
DEGS2	-0.0738	0.4438
DEK	-0.1862	0.0514
DENND1A	0.5181	0.0
DENND1B	-0.4388	0.0
DENND1C	-0.0959	0.319
DENND2A	0.4274	0.0
DENND2C	-0.3945	0.0
DENND2D	0.0083	0.9315
DENND3	0.6022	0.0
DENND4A	-0.1185	0.2176
DENND4B	0.4765	0.0
DENND4C	-0.3333	0.0004
DENND5A	0.3286	0.0005
DENND5B	-0.107	0.2657
DENND6A	-0.4672	0.0
DENND6B	-0.0232	0.8096
DENR	-0.3332	0.0004
DEPDC1	-0.0408	0.6718
DEPDC1B	0.096	0.3182
DEPDC4	-0.5446	0.0
DEPDC5	-0.3109	0.0009
DEPDC7	0.0347	0.719
DEPTOR	-0.4167	0.0
DERA	0.2473	0.0092
DERL1	0.1925	0.0439
DERL2	0.0264	0.7845
DERL3	0.0346	0.7194
DES	0.3616	0.0001
DESI1	0.1542	0.1076
DESI2	0.1956	0.0405
DET1	-0.5243	0.0
DEXI	0.4919	0.0
DFFA	-0.2314	0.015
DFFB	-0.2741	0.0038
DFNA5	0.5663	0.0
DFNB31	-0.3234	0.0006
DFNB59	-0.3038	0.0013
DGAT1	0.3514	0.0002
DGAT2	0.3069	0.0011
DGCR11	0.2447	0.01
DGCR14	0.2507	0.0082
DGCR2	-0.0732	0.4475
DGCR5	-0.1901	0.0467
DGCR6	-0.0081	0.9329
DGCR6L	0.2022	0.0341
DGCR8	-0.1668	0.0815
DGKA	0.2668	0.0048
DGKD	-0.3025	0.0013
DGKE	-0.4165	0.0
DGKG	0.3073	0.0011
DGKH	-0.32	0.0007
DGKI	0.222	0.0197
DGKQ	0.2401	0.0115
DGKZ	0.3841	0.0
